repo_name,repo_max_extension,repo_extensions_num,files,avg_size,capped_avg_file,std_size,capped_std_file
AbsaOSS/spline,.sh,3,184,2246.5489130434785,2246.5489130434785,3840.0769299840231,3840.0769299840231
Activiti/Activiti,.java,1,2719,4028.7727105553458,4028.7727105553458,8289.7199159762386,8289.7199159762386
AdaCore/spark2014,.sh,5,2793,218.88721804511297,218.88721804511297,1240.1377383688787,1240.1377383688787
AdaptiveConsulting/ReactiveTraderCloud,.sh,5,487,2040.3264887063635,2040.3264887063635,8820.826343190578,8820.826343190578
AdguardTeam/AdguardBrowserExtension,.sh,3,189,47877.608465608479,23345.010582010582,200155.75270737664,45583.421332923004
Adldap2/Adldap2,.php,1,119,4830.7647058823522,4830.7647058823522,8027.6094038497949,8027.6094038497949
AdoptOpenJDK/openjdk-build,.sh,3,80,4315.1499999999987,4315.1499999999987,7275.32085872976,7275.32085872976
AdrianMarceau/mmrpg-prototype,.php,2,1008,9056.1021825396929,8347.4791666666624,30923.788203814143,21870.758196980441
Adventech/sabbath-school-lessons,.js,1,10,54286.299999999996,41466.6,97405.935424958108,61201.779640428387
Adyen/adyen-java-api-library,.java,1,642,4637.9595015576306,4637.9595015576306,5350.8631037128534,5350.8631037128534
Adyen/adyen-magento2,.php,2,189,4611.0952380952376,4611.0952380952376,7680.9029480435729,7680.9029480435729
Aeronica/mxTune,.java,2,241,5300.1908713692937,5300.1908713692937,6514.6050862721522,6514.6050862721522
Aircoookie/WLED,.cpp,1,21,10180.190476190477,10180.190476190477,18649.410600925294,18649.410600925294
Ajapaik/ajapaik-web,.sh,5,358,7227.7849162011134,6915.5363128491608,22587.859342370106,19506.536652818544
AladW/aurutils,.sh,1,1,557.0,557.0,,
Albertus82/EarthquakeBulletin,.sh,4,118,3575.3220338983065,3575.3220338983065,8654.3288786509747,8654.3288786509747
AlbrechtL/welle.io,.s,8,202,12030.861386138607,12030.861386138607,14396.789269287543,14396.789269287543
AlchemyCMS/alchemy_cms,.rb,3,456,4600.98464912281,3529.2960526315783,32017.136135969678,10527.085937748001
AlessandroZ/LaZagne,.py,1,231,6228.9264069264073,5449.26406926407,24943.305807174245,14142.695293344863
Alex1304/ultimategdbot,.java,1,74,2624.4324324324321,2624.4324324324321,3173.1111524469234,3173.1111524469234
AlexanderElias/jenie,.js,1,87,14283.666666666668,14283.666666666668,32651.015298743161,32651.015298743161
Alexey-T/CudaText,.sh,8,356,10451.606741573032,10381.612359550561,22775.212233203172,22209.883535375538
Alexpux/MINGW-packages,.sh,5,23,6323.478260869565,6323.478260869565,8206.4425847765,8206.4425847765
Alexpux/MSYS2-packages,.sh,4,24,14614.500000000004,14614.500000000004,36005.167344122448,36005.167344122448
Alfresco/alfresco-repository,.js,2,3780,9085.7595238095364,8899.2753968254074,19358.076833107087,16411.384978563212
Alfresco/records-management,.sh,3,1100,6967.7790909090863,6967.7790909090863,9126.8494373853682,9126.8494373853682
AliasIO/Wappalyzer,.js,1,17,6796.588235294118,6796.588235294118,8169.70383535125,8169.70383535125
AliceLR/megazeux,.sh,6,306,16326.542483660123,16208.712418300649,25791.0039554364,24918.633124414271
AliceO2Group/AliceO2,.sh,5,1397,9952.1982820329322,7863.0787401574826,82756.983639104685,16288.107608251459
AllanWang/Frost-for-Facebook,.sh,3,5,1357.8,1357.8,996.32033001439856,996.32033001439856
Allors/allors2,.sh,3,2710,4378.8531365313638,4003.2749077490753,21212.492595555133,13382.302558289704
AlloyTeam/Nuclear,.js,1,3686,22577.301953336981,15402.866521975022,92179.68159701307,37762.964434365989
AllureOfTheStars/Allure,.hs,1,20,25281.949999999997,25281.949999999997,26708.494691419415,26708.494691419415
Alluxio/alluxio,.tpl,7,2701,8228.9055905220284,7811.9962976675279,24087.762585187174,14076.125683607936
AlphaNodes/additionals,.rb,3,128,22749.687500000011,8734.7109375,131573.47408991886,32844.501727126066
AltraMayor/gatekeeper,.sh,3,52,12769.499999999996,12769.499999999996,18000.268376539585,18000.268376539585
AnSyn/ansyn,.sh,2,14,1329.8571428571429,1329.8571428571429,1289.8136333560788,1289.8136333560788
AnalogJ/lexicon,.sh,2,152,4879.8684210526317,4879.8684210526317,5147.9964876519634,5147.9964876519634
AndrewBelt/Rack,.py,2,99,4510.1414141414143,4510.1414141414143,5253.5789297996371,5253.5789297996371
AndyD87/CcOS,.sh,6,575,22703.89913043478,7583.3408695652188,326232.93710165488,20970.85245406481
AnotherJohnH/Platform,.sh,4,144,3249.9375000000014,3249.9375000000014,6039.9688917120793,6039.9688917120793
AnotherJohnH/Zif,.cpp,1,4,4793.25,4793.25,1657.1882562541489,1657.1882562541489
AntennaPod/AntennaPod,.sh,4,439,5605.817767653758,5605.817767653758,8911.6154418863443,8911.6154418863443
AnySoftKeyboard/AnySoftKeyboard,.sh,5,456,6829.2083333333339,6829.2083333333339,10084.566839102512,10084.566839102512
Apicurio/apicurio-studio,.sh,4,387,3805.829457364342,3805.829457364342,7129.3887235776519,7129.3887235776519
AppLozic/Applozic-iOS-SDK,.swift,3,251,10263.868525896412,10218.645418326687,17768.533332457282,17300.423870349798
Appiko/nrf5x-firmware,.sh,4,139,9710.3884892086335,9710.3884892086335,7896.1989273419631,7896.1989273419631
AppleWin/AppleWin,.s,5,106,26745.745283018867,25770.273584905655,38122.017675594121,32993.424432477172
AppliedLogicSystems/ALSProlog,.sh,9,330,10535.163636363635,10408.521212121208,22812.302670581859,21733.518720276166
Aptoide/aptoide-client-v8,.java,2,1413,3406.7275300778483,3406.7275300778483,6002.7419726215021,6002.7419726215021
Aquerr/EagleFactions,.java,2,136,5123.81617647059,5123.81617647059,6660.9300809824126,6660.9300809824126
AravisProject/aravis,.py,4,118,9342.9237288135555,9342.9237288135555,11978.033887689824,11978.033887689824
ArchainTeam/archain,.js,2,2,173064.0,99085.5,226609.33859397762,121987.94056995962
Ardour/ardour,.sh,11,1512,15018.488756613764,12788.353174603173,91449.51312515809,21816.750085445907
ArduPilot/MAVProxy,.py,3,169,9338.6863905325372,9338.6863905325372,12937.482984662995,12937.482984662995
ArduPilot/MissionPlanner,.sh,7,4747,21725.076258689707,9655.0103223088427,192627.28317033302,25083.231672011039
ArduPilot/ardupilot,.sh,8,1338,9988.5657698056875,9962.933482810171,16229.360808710891,15922.170299598733
Arie/serveme,.rb,2,270,2702.3925925925923,2702.3925925925923,10419.312445543763,10419.312445543763
ArmaOverthrow/Overthrow,.cpp,1,2,2450.0,2450.0,2718.1184668810888,2718.1184668810888
ArmageddonGames/ZeldaClassic,.sh,13,801,30484.39200998751,20336.319600499384,124189.20513656212,35948.868829425308
ArnaudBuchholz/gpf-js,.js,1,489,7348.153374233133,7072.3762781186088,22993.885894999294,19824.250759763745
ArtOfShred/LuiExtended,.lua,1,68,72485.823529411777,44781.088235294112,166101.57374113533,63013.848986169709
Artanejp/common_source_project-fm7,.sh,4,1232,10486.751623376618,10023.985389610374,27074.384388079798,20892.844500310734
AshamaneProject/AshamaneCore,.sh,8,2064,24454.058139534871,20791.482558139549,92477.6869409332,31856.697464722845
Ashoat/squadcal,.swift,6,642,6676.9423676012484,6632.6806853582584,18948.172739438491,18516.897125176478
AstroPrint/AstroBox,.py,2,304,7790.7006578947376,7790.7006578947376,11527.191372997264,11527.191372997264
Astroua/TurbuStat,.sh,3,118,7750.4830508474561,7750.4830508474561,9903.9300614505282,9903.9300614505282
AtlasOfLivingAustralia/ala-install,.sh,5,43,5739.3488372093034,5739.3488372093034,14211.044559449294,14211.044559449294
AtsushiSakai/PythonRobotics,.sh,3,142,4071.3450704225393,4071.3450704225393,4779.7615731001415,4779.7615731001415
AuspeXeu/openvpn-status,.js,1,9,2302.2222222222222,2302.2222222222222,2296.3124666396,2296.3124666396
AutoMapper/AutoMapper,.py,3,565,3446.8831858407079,3446.8831858407079,6476.0114391567513,6476.0114391567513
Autodesk/hig,.sh,2,981,1254.1600407747192,1254.1600407747192,4949.4415611478762,4949.4415611478762
AutomatedLab/AutomatedLab,.cs,2,117,3001.7094017094005,3001.7094017094005,6463.0847471859288,6463.0847471859288
Automattic/simplenote-electron,.sh,2,37,1078.6756756756758,1078.6756756756758,1192.5766002431239,1192.5766002431239
Automattic/vip-go-mu-plugins,.sh,3,206,6547.0048543689318,6547.0048543689318,10993.50025375197,10993.50025375197
Automattic/woocommerce-services,.sh,3,885,3846.71638418079,3846.71638418079,4991.8758905873883,4991.8758905873883
Automattic/wp-calypso,.sh,4,5165,2685.7703775411405,2685.7703775411405,4957.391737947265,4957.391737947265
AvaloniaUI/Avalonia,.sh,2,1778,4865.5815523059591,4838.5584926884176,11408.545562063775,10913.085097470617
Avygeil/base_enhanced,.c,1,100,127754.15999999995,48908.589999999989,783456.9808980925,50534.932825308912
Azareal/Gosora,.js,3,309,7180.0938511326831,7180.0938511326831,14654.543964010329,14654.543964010329
AzuraCast/AzuraCast,.sh,3,599,22963.041736227053,13176.929883138557,102329.92353079973,36659.443264411595
Azure/WALinuxAgent,.sh,2,172,10744.41860465116,10744.41860465116,17174.898644858789,17174.898644858789
Azure/azure-devtestlab,.sh,5,57,2827.1228070175448,2827.1228070175448,2514.0278231084494,2514.0278231084494
Azure/azure-linux-extensions,.sh,7,588,9056.72959183673,9056.72959183673,16937.009313246846,16937.009313246846
Azure/azure-quickstart-templates,.sh,8,408,4284.8700980392186,4284.8700980392186,7975.1027228548264,7975.1027228548264
Azure/azure-rest-api-specs,.sh,3,6,16650.5,16650.5,17937.5320348146,17937.5320348146
Azure/azure-sdk-for-go,.sh,2,7988,29268.516775162741,20827.92951927891,149626.26278064749,30814.13090876272
Azure/azure-sdk-for-java,.sh,6,34056,7428.4971811134519,7056.8209419779187,31454.87113975994,17622.377877975981
Azure/azure-sdk-for-net,.tpl,5,18816,9364.6001806972745,8778.8106398809523,39909.50753428146,18586.686143097133
Azure/azure-sdk-for-node,.sh,2,10484,12226.259347577254,10202.896127432281,73794.980352123253,26716.745295813296
Azure/azure-sdk-for-python,.sh,4,12037,12428.739636121962,10409.158677411311,46451.679553642338,23065.216941995855
Azure/azure-webjobs-sdk-script,.sh,5,899,4605.1946607341515,4230.1924360400444,18450.0285693049,8831.3505463114652
AzureAD/microsoft-authentication-library-for-dotnet,.py,3,959,6393.5526590198087,6393.5526590198087,12631.347525258439,12631.347525258439
AzureAD/microsoft-authentication-library-for-js,.js,1,89,42862.494382022487,12111.03370786517,229532.61352168181,35323.827286861662
AzureAD/microsoft-authentication-library-for-objc,.swift,4,178,8610.5056179775238,8610.5056179775238,19008.880614530739,19008.880614530739
B3Partners/brmo,.sh,5,632,8861.050632911385,5853.5537974683548,78339.276687221136,12084.812349197909
BBN-Q/Auspex,.sh,3,89,9165.213483146068,9165.213483146068,10978.629125044288,10978.629125044288
BBN-Q/QGL,.sh,2,55,8895.9818181818173,8895.9818181818173,14635.026228944229,14635.026228944229
BBVA/mirrorgate,.sh,5,317,3043.4447949526816,3043.4447949526816,7386.0168892468846,7386.0168892468846
BCDevExchange/devex,.sh,4,214,4815.5841121495314,3582.4532710280387,31084.026669958857,18279.427499617395
BDI-pathogens/phyloscanner,.sh,2,23,11632.782608695652,11632.782608695652,23215.068071007285,23215.068071007285
BLSQ/orbf2,.rb,3,409,3873.867970660147,2239.7188264058709,42241.4188660355,9603.1210907185014
BMCV/galaxy-image-analysis,.py,2,33,2014.0606060606062,2014.0606060606062,1555.3650885602779,1555.3650885602779
BOT-Man-JL/BOT-Man-JL.github.io,.sh,4,32,13024.156250000002,11415.906249999998,41886.656337888155,33079.281208167013
BZFlag-Dev/bzflag.org,.twig,4,56,5237.4999999999991,5237.4999999999991,13129.006422283588,13129.006422283588
BabylonJS/Babylon.js,.js,2,694,320131.55619596521,50862.550432276672,1133481.3152003104,68775.031509445034
Badcow/DNS,.php,1,116,3800.370689655173,3800.370689655173,3388.9598982326552,3388.9598982326552
BambooHR/rapid,.sh,2,201,3215.5323383084578,3215.5323383084578,4292.9261745572821,4292.9261745572821
BastianGschrey/PowerTune,.sh,3,28,9878.4642857142862,9878.4642857142862,17911.187342990812,17911.187342990812
BathHacked/energy-sparks,.sh,3,863,1820.1529548088083,1758.312862108924,8848.6412796710883,7229.5171098865912
BeWelcome/rox,.twig,4,1723,7406.3435867672715,6714.0638421358071,27820.852229613603,20643.15485337015
Becklyn/mojave,.js,1,54,2002.814814814815,2002.814814814815,1207.3457567657056,1207.3457567657056
BelledonneCommunications/flexisip,.sh,5,141,16676.624113475165,14774.014184397161,42627.782517732834,25554.374738692226
BelledonneCommunications/linphone,.sh,10,469,16288.626865671644,14986.77611940299,37680.100125409706,28393.985090121838
BelledonneCommunications/linphone-iphone,.sh,3,160,8935.3624999999975,8935.3624999999975,14087.748206443241,14087.748206443241
Belphemur/SoundSwitch,.cs,2,147,3453.6734693877547,3453.6734693877547,5073.3772237328558,5073.3772237328558
Bernardo-MG/tabletop-dice-java,.java,1,118,3359.2033898305076,3359.2033898305076,2237.8531858359106,2237.8531858359106
Betalord/BHBot,.java,2,19,29261.78947368421,24439.52631578947,72281.335425143508,56077.625276009065
BeyondTheClouds/enoslib,.py,2,149,2917.7449664429537,2917.7449664429537,5012.6032214947982,5012.6032214947982
BiBiServ/bibigrid,.sh,3,124,3779.2903225806454,3779.2903225806454,5508.2658460240182,5508.2658460240182
BibleBot/BibleBot,.py,1,40,3776.175,3776.175,5279.0766281152637,5279.0766281152637
BiglySoftware/BiglyBT,.m,4,3612,7152.2419712070823,7144.0307308970059,14622.002086897026,14513.170290281607
Bill-Gray/find_orb,.cpp,2,55,28308.090909090908,28256.072727272731,46766.444984139482,46586.543660340743
BioDynaMo/biodynamo,.sh,4,148,5312.9256756756749,4930.81081081081,20140.543752697005,15659.396485078501
Bionus/imgbrd-grabber,.sh,2,244,4511.0819672131147,4511.0819672131147,7591.6124521002348,7591.6124521002348
BirkbeckCTP/janeway,.sh,3,688,6664.2834302325537,5808.8270348837186,31355.155313399595,19478.629958054538
BisonLab/CrewCallBundle,.twig,2,219,3335.0821917808212,3335.0821917808212,4927.6187954440566,4927.6187954440566
BitGo/BitGoJS,.sh,2,23,2694.2173913043484,2694.2173913043484,5529.5631995543381,5529.5631995543381
Bitcoin-ABC/bitcoin-abc,.sh,9,673,10999.062407132251,10837.542347696879,21546.70953684453,20052.196461414071
Bitcoin-com/Wallet,.sh,3,273,6358.4212454212475,5831.45054945055,21430.359244655432,13912.491992173374
BitcoinUnlimited/BitcoinUnlimited,.sh,8,640,11469.446875000001,11420.55625000002,18850.205363372166,18351.223084181795
BjerknesClimateDataCentre/QuinCe,.sh,5,336,15155.178571428565,11651.264880952382,54194.709996822174,30843.489982535419
BlackAndWhiteScallion/Night-of-Shooting-Stars,.js,1,99,51246.9797979798,27285.636363636357,228745.96905657649,47079.170737337736
BlackHole/enigma2-obh10,.sh,5,576,10011.680555555562,10011.680555555562,18329.492904924868,18329.492904924868
BlackHole/obh-core,.py,1,12,18400.666666666668,18400.666666666668,23107.061188906708,23107.061188906708
Blazemeter/taurus,.tpl,12,357,6057.904761904766,6057.904761904766,14185.903924651529,14185.903924651529
BloomBooks/BloomDesktop,.sh,5,541,16963.049907578559,12119.622920517559,105475.69359483004,24728.423179840065
BobBuildTool/bob,.sh,4,118,10010.983050847459,9731.49152542373,26581.276770536191,24461.055095576245
BoldGrid/boldgrid-theme-framework,.php,2,195,5726.8051282051265,5726.8051282051265,12929.726656640405,12929.726656640405
BorderTech/wcomponents,.sh,3,1707,5383.2038664323309,5350.3913298183916,9001.7030623594965,8208.1531072321814
BornToBeRoot/NETworkManager,.cs,1,415,4346.1493975903622,4175.768674698792,15209.902536216374,12546.297774824727
BranchMetrics/Android-Deferred-Deep-Linking-SDK,.sh,5,98,9309.5306122448965,9277.7959183673429,20149.254285249131,19864.635282490715
BranchMetrics/react-native-branch,.swift,6,155,2580.8387096774195,2580.8387096774195,5358.3677848737061,5358.3677848737061
BrassGoggledCoders/SteamAgeRevolution,.java,2,382,2106.547120418847,2106.547120418847,2028.3325700767632,2028.3325700767632
BrettStory/Macabre2D,.cs,1,385,2770.8909090909074,2770.8909090909074,3543.6076056849442,3543.6076056849442
BrightSpots/rcv,.java,2,22,11459.272727272728,11459.272727272728,13659.537258361064,13659.537258361064
BrighterCommand/Brighter,.sh,4,798,5348.6741854636575,5348.6741854636575,19785.947892865333,19785.947892865333
Brightspace/brightspace-integration,.py,3,45,1093.7555555555557,1093.7555555555557,1717.3574461887074,1717.3574461887074
Brightspace/d2l-my-courses-ui,.js,1,114,6527.5614035087729,6527.5614035087729,6467.2741656252983,6467.2741656252983
BroadleafCommerce/BroadleafCommerce,.js,3,3044,5832.29730617608,5609.4576215505931,16313.578267692672,12140.04016941444
BrunoEberhard/minimal-j,.js,2,703,4895.1735419630149,2877.0825035561866,54959.28146806061,12301.390863456036
BryanWilhite/SonghayCore,.js,2,273,8672.6776556776549,5289.6117216117191,67509.804010821535,14501.761157351271
BspbOrg/smartbirds-server,.sh,2,342,2272.6725146198864,2272.6725146198864,2887.1029464206167,2887.1029464206167
BuckleTypes/bs-react-native,.js,1,186,1283.7849462365596,1283.7849462365596,2641.2246620959854,2641.2246620959854
BuddyForms/BuddyForms,.php,2,401,10732.798004987522,8889.3790523690641,49595.718409622779,21092.030086171413
BurntRocket/maggiegermano,.rb,2,15,39183.866666666669,32769.933333333334,77136.66088079063,56885.732580406526
Bytom/bytom,.sh,6,3534,16128.1661007357,9838.03452178834,151690.54883300871,21063.427767176985
CBATeam/CBA_A3,.rb,4,59,2179.2881355932213,2179.2881355932213,7857.4843018282563,7857.4843018282563
CCAFS/MARLO,.php,4,3932,8460.5506103764146,6971.4791454730348,40013.678851887627,19146.480205359094
CCI-MIT/XCoLab,.sh,3,2000,2677.5454999999993,2677.5454999999993,5841.0594996943219,5841.0594996943219
CCIP-App/CCIP-iOS,.swift,5,466,7382.0515021459223,7203.171673819742,17154.251416289073,14679.530583033184
CCPPETMR/SIRF-SuperBuild,.sh,3,26,673.53846153846166,673.53846153846166,450.13546678920835,450.13546678920835
CCS-Lab/hBayesDM,.sh,5,112,5319.7232142857147,5319.7232142857147,5985.0470780356527,5985.0470780356527
CDCgov/SDP-Vocabulary-Service,.sh,3,560,9003.2285714285736,5035.0321428571433,93612.154810754131,18627.376110377496
CDRH/orchid,.rb,2,71,1212.1549295774651,1212.1549295774651,2152.3008661688232,2152.3008661688232
CE-Programming/toolchain,.sh,3,140,4249.8285714285694,4249.8285714285694,18137.474316307576,18137.474316307576
CERN/TIGRE,.sh,5,138,4342.311594202899,4342.311594202899,4425.6333289207741,4425.6333289207741
CESNET/libyang,.sh,6,195,24548.584615384632,20964.728205128187,56879.711180128288,39631.991347106028
CESNET/perun,.sh,7,2233,7889.4617107030926,7271.9193909538708,26612.148071103224,17499.068899673097
CHEF-KOCH/FFCK,.js,1,7,46178.714285714283,46178.714285714283,48856.981342534476,48856.981342534476
CHEF-KOCH/regtweaks,.bat,1,139,3553.8489208633091,3149.187050359712,21106.388601803556,16558.838117613755
CIDRAM/CIDRAM,.php,2,33,20502.878787878792,19789.545454545452,45061.886752940649,42073.861004407256
CIFASIS/qss-solver,.sh,5,293,20077.017064846408,11734.771331058027,97315.291570519315,27360.775154849758
CIRCL/AIL-framework,.sh,3,195,14622.343589743588,13003.712820512821,40006.994735198015,29291.708498171378
CISOfy/lynis,.sh,1,3,4095.3333333333335,4095.3333333333335,6888.1906429289056,6888.1906429289056
CM4all/beng-proxy,.sh,6,567,5542.4215167548473,5542.4215167548473,6582.4299314595855,6582.4299314595855
COMBINE-lab/salmon,.sh,5,80,13862.8125,13862.8125,24710.997890855531,24710.997890855531
CORE-GATECH-GROUP/serpent-tools,.tpl,4,112,134744.36607142855,20185.116071428576,898794.86383156409,35448.841546719472
CORE-POS/IS4C,.sh,8,3521,7189.0071002556078,6977.8006248224883,17970.635873342908,14614.366299241994
CPFL/Autoware,.sh,8,765,9639.46797385621,9639.46797385621,16078.360339681749,16078.360339681749
CSCfi/antero,.sh,5,106,4757.4811320754725,4757.4811320754725,8516.7822978613513,8516.7822978613513
CSD-Public/stonix,.swift,4,568,9907.2359154929582,9907.2359154929582,12248.80947678454,12248.80947678454
CSIS-iLab/cpower-viz,.js,1,610,79406.559016393483,20763.562295081949,414267.74362179294,48563.288904803929
CZ-NIC/foris,.sh,4,96,8545.09375,8376.0520833333339,22912.161419821579,21488.7000647071
CZ-NIC/knot,.sh,3,463,7443.4967602591787,7215.6803455723575,15503.832114594887,11619.043805675483
