repo_name,extension,extensions_num,files,repositories,avg_size,capped_avg_file,std_size,capped_std_file
2d-inc/Flare-Flutter,.sh,1,1,1,595.0,595.0,,
2d-inc/Flare-Flutter,.bat,1,1,1,2404.0,2404.0,,
2e2a/l-rex,.js,1,1,1,554.0,554.0,,
2e2a/l-rex,.py,1,80,1,3886.950000000001,3886.950000000001,8492.161468232434,8492.161468232434
2e2a/l-rex,.sh,1,1,1,760.0,760.0,,
2factorauth/twofactorauth,.js,1,1,1,5338.0,5338.0,,
2factorauth/twofactorauth,.rb,1,3,1,2639.6666666666665,2639.6666666666665,1537.175439998094,1537.175439998094
2factorauth/twofactorauth,.sh,1,3,1,901.3333333333331,901.3333333333331,328.184907229649,328.184907229649
2pisoftware/cmfive-core,.sh,1,2,1,621.5,621.5,467.397582364308,467.397582364308
2pisoftware/cmfive-core,.js,1,745,1,23101.897986577183,15094.633557046978,92049.81451753553,38191.97840696902
2pisoftware/cmfive-core,.php,1,1157,1,10926.163353500437,8016.592912705268,57656.96172720661,22856.20197247627
2sic/eav-server,.cs,1,598,1,2537.16889632107,2537.16889632107,3195.6888442371373,3195.6888442371373
3-form/ceilings,.js,1,3,1,771.0,771.0,172.79178221200218,172.79178221200218
3-form/ceilings,.rb,1,4,1,2282.0,2282.0,49.78620960332958,49.78620960332958
3Dickulus/FragM,.cpp,1,23,1,20865.478260869564,20865.478260869564,31474.17315380048,31474.17315380048
3Dickulus/FragM,.sh,1,1,1,280.0,280.0,,
3dcitydb/importer-exporter,.bat,1,19,1,2316.263157894736,2316.263157894736,1007.6038596649457,1007.6038596649457
3dcitydb/importer-exporter,.java,1,1299,1,8012.58275596613,7163.461123941492,30303.242261017782,15464.218689062956
3dcitydb/importer-exporter,.sh,1,18,1,2299.7222222222226,2299.7222222222226,966.9952129302736,966.9952129302736
3dct/open_iA,.sh,1,2,1,312.0,312.0,195.16147160748716,195.16147160748716
3dct/open_iA,.cpp,1,460,1,12731.458695652173,10692.486956521741,53987.934246588615,16985.868358266554
3dct/open_iA,.bat,1,1,1,181.0,181.0,,
3dct/open_iA,.py,1,2,1,23880.5,23880.5,153.4421715174808,153.4421715174808
3drepo/3drepo.io,.js,1,214,1,8120.3644859813085,8120.3644859813085,14977.860680082858,14977.860680082858
3drepo/3drepo.io,.cpp,1,1,1,9181.0,9181.0,,
3drepo/3drepo.io,.sh,1,4,1,471.75,471.75,391.6106697559026,391.6106697559026
3drepo/3drepo.io,.py,1,10,1,2982.5,2982.5,1200.079372375011,1200.079372375011
3drepo/3drepobouncer,.cpp,1,109,1,9665.330275229364,9665.330275229364,11627.264216021218,11627.264216021218
3drepo/3drepobouncer,.js,1,3,1,7974.666666666666,7974.666666666666,5664.500007355754,5664.500007355754
3drepo/3drepobouncer,.py,1,5,1,2559.0,2559.0,839.7466879958503,839.7466879958503
3liz/lizmap-web-client,.sh,1,6,1,1338.6666666666667,1338.6666666666667,1265.8427495809528,1265.8427495809528
